#score	occ	co	cco	dCDF
9.8	1	14460	18	0.00124327
9.9	0	14460	18	0.00124327
10	0	14460	18	0.00124327
10.1	0	14460	18	0.00124327
10.2	1	14461	17	0.0011742
10.3	0	14461	17	0.0011742
10.4	0	14461	17	0.0011742
10.5	1	14462	16	0.00110513
10.6	0	14462	16	0.00110513
10.7	0	14462	16	0.00110513
10.8	1	14463	15	0.00103605
10.9	0	14463	15	0.00103605
11	0	14463	15	0.00103605
11.1	0	14463	15	0.00103605
11.2	0	14463	15	0.00103605
11.3	1	14464	14	0.000966984
11.4	0	14464	14	0.000966984
11.5	0	14464	14	0.000966984
11.6	0	14464	14	0.000966984
11.7	1	14465	13	0.000897914
11.8	0	14465	13	0.000897914
11.9	0	14465	13	0.000897914
12	0	14465	13	0.000897914
12.1	1	14466	12	0.000828844
12.2	0	14466	12	0.000828844
12.3	1	14467	11	0.000759773
12.4	0	14467	11	0.000759773
12.5	0	14467	11	0.000759773
12.6	0	14467	11	0.000759773
12.7	0	14467	11	0.000759773
12.8	0	14467	11	0.000759773
12.9	0	14467	11	0.000759773
13	0	14467	11	0.000759773
13.1	0	14467	11	0.000759773
13.2	0	14467	11	0.000759773
13.3	1	14468	10	0.000690703
13.4	0	14468	10	0.000690703
13.5	0	14468	10	0.000690703
13.6	1	14469	9	0.000621633
13.7	0	14469	9	0.000621633
13.8	1	14470	8	0.000552563
13.9	1	14471	7	0.000483492
14	0	14471	7	0.000483492
14.1	0	14471	7	0.000483492
14.2	0	14471	7	0.000483492
14.3	1	14472	6	0.000414422
14.4	0	14472	6	0.000414422
14.5	0	14472	6	0.000414422
14.6	0	14472	6	0.000414422
14.7	0	14472	6	0.000414422
14.8	1	14473	5	0.000345352
14.9	0	14473	5	0.000345352
15	0	14473	5	0.000345352
15.1	0	14473	5	0.000345352
15.2	0	14473	5	0.000345352
15.3	0	14473	5	0.000345352
15.4	1	14474	4	0.000276281
15.5	0	14474	4	0.000276281
15.6	1	14475	3	0.000207211
15.7	0	14475	3	0.000207211
15.8	0	14475	3	0.000207211
15.9	0	14475	3	0.000207211
16	0	14475	3	0.000207211
16.1	0	14475	3	0.000207211
16.2	0	14475	3	0.000207211
16.3	0	14475	3	0.000207211
16.4	0	14475	3	0.000207211
16.5	1	14476	2	0.000138141
16.6	0	14476	2	0.000138141
16.7	0	14476	2	0.000138141
16.8	0	14476	2	0.000138141
16.9	0	14476	2	0.000138141
17	0	14476	2	0.000138141
17.1	1	14477	1	6.90703E-05
17.2	0	14477	1	6.90703E-05
17.3	0	14477	1	6.90703E-05
17.4	0	14477	1	6.90703E-05
17.5	0	14477	1	6.90703E-05
17.6	0	14477	1	6.90703E-05
17.7	0	14477	1	6.90703E-05
17.8	0	14477	1	6.90703E-05
17.9	0	14477	1	6.90703E-05
18	0	14477	1	6.90703E-05
18.1	0	14477	1	6.90703E-05
18.2	0	14477	1	6.90703E-05
18.3	1	14478	0	0
